pokedex_number,name,generation,status,type_number,type_1,type_2,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
280,Ralts,3,Normal,2,Psychic,Fairy,198,28,25,25,45,35,40,235,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
281,Kirlia,3,Normal,2,Psychic,Fairy,278,38,35,35,65,55,50,120,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
282,Gardevoir,3,Normal,2,Psychic,Fairy,518,68,65,65,125,115,80,45,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
282,Mega Gardevoir,6,Normal,2,Psychic,Fairy,618,68,85,65,165,135,100,45,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
283,Surskit,3,Normal,2,Bug,Water,269,40,30,32,50,52,65,200,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1
284,Masquerain,3,Normal,2,Bug,Flying,454,70,60,62,100,82,80,75,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
285,Shroomish,3,Normal,1,Grass,,295,60,40,60,40,60,35,255,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
286,Breloom,3,Normal,2,Grass,Fighting,460,60,130,80,60,60,70,90,1,2,0.5,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2
287,Slakoth,3,Normal,1,Normal,,280,60,60,60,35,35,30,255,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
288,Vigoroth,3,Normal,1,Normal,,440,80,80,80,55,55,90,120,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
289,Slaking,3,Normal,1,Normal,,670,150,160,100,95,65,100,45,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
290,Nincada,3,Normal,2,Bug,Ground,266,31,45,90,30,30,40,255,1,2,2,0,1,2,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1
291,Ninjask,3,Normal,2,Bug,Flying,456,61,90,45,50,50,160,120,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
292,Shedinja,3,Normal,2,Bug,Ghost,236,1,90,45,30,30,40,45,0,2,0,0,0,0,0,0,0,2,0,0,2,2,0,2,0,0
293,Whismur,3,Normal,1,Normal,,240,64,51,23,51,23,28,190,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
294,Loudred,3,Normal,1,Normal,,360,84,71,43,71,43,48,120,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
295,Exploud,3,Normal,1,Normal,,490,104,91,63,91,73,68,45,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
296,Makuhita,3,Normal,1,Fighting,,237,72,60,30,20,30,25,180,1,0.5,1,1,1,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
297,Hariyama,3,Normal,1,Fighting,,474,144,120,60,40,60,50,200,1,0.5,1,1,1,0.5,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
298,Azurill,3,Normal,2,Normal,Fairy,190,50,20,40,20,40,20,150,1,0.5,1,1,1,0.5,1,2,1,1,1,0.5,1,0,0,0.5,2,1
299,Nosepass,3,Normal,1,Rock,,375,30,45,135,45,90,30,255,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
300,Skitty,3,Normal,1,Normal,,260,50,45,45,35,35,50,255,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
301,Delcatty,3,Normal,1,Normal,,400,70,65,65,55,55,90,60,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
302,Sableye,3,Normal,2,Dark,Ghost,380,50,75,75,65,65,50,45,0,1,1,1,1,1,0,0.5,1,1,0,1,1,1,1,1,1,2
302,Mega Sableye,6,Normal,2,Dark,Ghost,480,50,85,125,85,115,20,45,0,1,1,1,1,1,0,0.5,1,1,0,1,1,1,1,1,1,2
303,Mawile,3,Normal,2,Steel,Fairy,380,50,85,85,55,55,50,45,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
303,Mega Mawile,6,Normal,2,Steel,Fairy,480,50,105,125,55,95,50,45,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
304,Aron,3,Normal,2,Steel,Rock,330,50,70,100,40,40,30,180,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
305,Lairon,3,Normal,2,Steel,Rock,430,60,90,140,50,50,40,90,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
306,Aggron,3,Normal,2,Steel,Rock,530,70,110,180,60,60,50,45,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
306,Mega Aggron,6,Normal,1,Steel,,630,70,140,230,60,80,50,45,0.5,1.5,1,1,0.5,0.5,1.5,0,1.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
307,Meditite,3,Normal,2,Fighting,Psychic,280,30,40,55,40,55,60,180,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
308,Medicham,3,Normal,2,Fighting,Psychic,410,60,60,75,60,75,80,90,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
308,Mega Medicham,6,Normal,2,Fighting,Psychic,510,60,100,85,80,85,100,90,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
309,Electrike,3,Normal,1,Electric,,295,40,45,40,65,40,65,120,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
310,Manectric,3,Normal,1,Electric,,475,70,75,60,105,60,105,45,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
310,Mega Manectric,6,Normal,1,Electric,,575,70,75,80,135,80,135,45,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
311,Plusle,3,Normal,1,Electric,,405,60,50,40,85,75,95,200,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
312,Minun,3,Normal,1,Electric,,405,60,40,50,75,85,95,200,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
313,Volbeat,3,Normal,1,Bug,,430,65,73,75,47,85,85,150,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
314,Illumise,3,Normal,1,Bug,,430,65,47,75,73,85,85,150,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
315,Roselia,3,Normal,2,Grass,Poison,400,50,60,45,100,80,65,150,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
316,Gulpin,3,Normal,1,Poison,,302,70,43,53,43,53,40,225,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
317,Swalot,3,Normal,1,Poison,,467,100,73,83,73,83,55,75,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
318,Carvanha,3,Normal,2,Water,Dark,305,45,90,20,65,20,65,225,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
319,Sharpedo,3,Normal,2,Water,Dark,460,70,120,40,95,40,95,60,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
319,Mega Sharpedo,6,Normal,2,Water,Dark,560,70,140,70,110,65,105,60,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
320,Wailmer,3,Normal,1,Water,,400,130,70,35,70,35,60,125,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
321,Wailord,3,Normal,1,Water,,500,170,90,45,90,45,60,60,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
322,Numel,3,Normal,2,Fire,Ground,305,60,60,40,65,45,35,255,1,0.5,4,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5
323,Camerupt,3,Normal,2,Fire,Ground,460,70,100,70,105,75,40,150,1,0.5,4,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5
323,Mega Camerupt,6,Normal,2,Fire,Ground,560,70,120,100,145,105,20,150,1,0.5,3,0,1,1,1,0.5,1.5,1,1,0.5,1,1,1,1,0.5,0.5
324,Torkoal,3,Normal,1,Fire,,470,70,85,140,85,70,20,90,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
325,Spoink,3,Normal,1,Psychic,,330,60,25,35,70,80,60,255,1,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,2,1,2,1,1
326,Grumpig,3,Normal,1,Psychic,,470,80,45,65,90,110,80,60,1,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,2,1,2,1,1
327,Spinda,3,Normal,1,Normal,,360,60,60,60,60,60,60,255,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
328,Trapinch,3,Normal,1,Ground,,290,45,100,45,45,45,10,255,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
329,Vibrava,3,Normal,2,Ground,Dragon,340,50,70,50,50,50,70,120,1,0.5,1,0,1,4,1,0.5,0,1,1,1,0.5,1,2,1,1,2
330,Flygon,3,Normal,2,Ground,Dragon,520,80,100,80,80,80,100,45,1,0.5,1,0,1,4,1,0.5,0,1,1,1,0.5,1,2,1,1,2
331,Cacnea,3,Normal,1,Grass,,335,50,85,40,85,40,35,190,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
332,Cacturne,3,Normal,2,Grass,Dark,475,70,115,60,115,60,55,60,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2
333,Swablu,3,Normal,2,Normal,Flying,310,45,40,60,40,75,50,255,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
334,Altaria,3,Normal,2,Dragon,Flying,490,75,70,90,70,105,80,45,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
334,Mega Altaria,6,Normal,2,Dragon,Fairy,590,75,110,110,110,105,80,45,1,0.5,0.5,0.5,0.5,2,0.5,2,1,1,1,0.5,1,1,0,0.5,2,2
335,Zangoose,3,Normal,1,Normal,,458,73,115,60,60,60,90,90,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
336,Seviper,3,Normal,1,Poison,,458,73,100,60,100,60,65,90,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
337,Lunatone,3,Normal,2,Rock,Psychic,460,90,55,65,95,85,70,45,0.5,0.5,2,1,2,1,1,0.5,0,0.5,0.5,2,1,2,1,2,2,1
338,Solrock,3,Normal,2,Rock,Psychic,460,90,95,85,55,65,70,45,0.5,0.5,2,1,2,1,1,0.5,0,0.5,0.5,2,1,2,1,2,2,1
339,Barboach,3,Normal,2,Water,Ground,288,50,48,43,46,41,60,190,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
340,Whiscash,3,Normal,2,Water,Ground,468,110,78,73,76,71,60,75,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
341,Corphish,3,Normal,1,Water,,308,43,80,65,50,35,35,205,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
342,Crawdaunt,3,Normal,2,Water,Dark,468,63,120,85,90,55,55,155,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
343,Baltoy,3,Normal,2,Ground,Psychic,300,40,40,55,40,70,55,255,1,1,2,0,2,2,0.5,0.5,0,1,0.5,2,0.5,2,1,2,1,1
344,Claydol,3,Normal,2,Ground,Psychic,500,60,70,105,70,120,75,90,1,1,2,0,2,2,0.5,0.5,0,1,0.5,2,0.5,2,1,2,1,1
345,Lileep,3,Normal,2,Rock,Grass,355,66,41,77,61,87,23,45,0.5,1,1,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,1
346,Cradily,3,Normal,2,Rock,Grass,495,86,81,97,81,107,43,45,0.5,1,1,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,1
347,Anorith,3,Normal,2,Rock,Bug,355,45,95,50,40,50,75,45,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
348,Armaldo,3,Normal,2,Rock,Bug,495,75,125,100,70,80,45,45,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
349,Feebas,3,Normal,1,Water,,200,20,15,20,10,55,80,255,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
350,Milotic,3,Normal,1,Water,,540,95,60,79,100,125,81,60,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
351,Castform,3,Normal,1,Normal,,420,70,70,70,70,70,70,45,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
351,Castform Sunny Form,3,Normal,1,Fire,,420,70,70,70,70,70,70,45,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
351,Castform Rainy Form,3,Normal,1,Water,,420,70,70,70,70,70,70,45,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
351,Castform Snowy Form,3,Normal,1,Ice,,420,70,70,70,70,70,70,45,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
352,Kecleon,3,Normal,1,Normal,,440,60,90,70,60,120,40,200,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
353,Shuppet,3,Normal,1,Ghost,,295,44,75,35,63,33,45,225,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
354,Banette,3,Normal,1,Ghost,,455,64,115,65,83,63,65,45,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
354,Mega Banette,6,Normal,1,Ghost,,555,64,165,75,93,83,75,45,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
355,Duskull,3,Normal,1,Ghost,,295,20,40,90,30,90,25,190,0,1,1,1,1,1,0,0.5,0,1,1,0.5,1,2,1,2,1,1
356,Dusclops,3,Normal,1,Ghost,,455,40,70,130,60,130,25,90,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
357,Tropius,3,Normal,2,Grass,Flying,460,99,68,83,72,87,51,200,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
358,Chimecho,3,Normal,1,Psychic,,455,75,50,80,95,90,65,45,1,1,1,1,1,1,0.5,1,0,1,0.5,2,1,2,1,2,1,1
359,Absol,3,Normal,1,Dark,,465,65,130,60,75,60,75,30,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
359,Mega Absol,6,Normal,1,Dark,,565,65,150,60,115,60,115,30,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
360,Wynaut,3,Normal,1,Psychic,,260,95,23,48,23,48,23,125,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
361,Snorunt,3,Normal,1,Ice,,300,50,50,50,50,50,50,190,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
362,Glalie,3,Normal,1,Ice,,480,80,80,80,80,80,80,75,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
362,Mega Glalie,6,Normal,1,Ice,,580,80,120,80,120,80,100,75,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
363,Spheal,3,Normal,2,Ice,Water,290,70,40,50,55,50,25,255,1,0.5,0.5,2,2,0.125,2,1,1,1,1,1,2,1,1,1,1,1
364,Sealeo,3,Normal,2,Ice,Water,410,90,60,70,75,70,45,120,1,0.5,0.5,2,2,0.125,2,1,1,1,1,1,2,1,1,1,1,1
365,Walrein,3,Normal,2,Ice,Water,530,110,80,90,95,90,65,45,1,0.5,0.5,2,2,0.125,2,1,1,1,1,1,2,1,1,1,1,1
366,Clamperl,3,Normal,1,Water,,345,35,64,85,74,55,32,255,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
367,Huntail,3,Normal,1,Water,,485,55,104,105,94,75,52,60,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
368,Gorebyss,3,Normal,1,Water,,485,55,84,105,114,75,52,60,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
369,Relicanth,3,Normal,2,Water,Rock,485,100,90,130,45,65,55,25,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
370,Luvdisc,3,Normal,1,Water,,330,43,30,55,40,65,97,225,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
371,Bagon,3,Normal,1,Dragon,,300,45,75,60,40,30,50,45,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
372,Shelgon,3,Normal,1,Dragon,,420,65,95,100,60,50,50,45,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
373,Salamence,3,Normal,2,Dragon,Flying,600,95,135,80,110,80,100,45,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
373,Mega Salamence,6,Normal,2,Dragon,Flying,700,95,145,130,120,90,120,45,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
374,Beldum,3,Normal,2,Steel,Psychic,300,40,55,80,35,60,30,3,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
375,Metang,3,Normal,2,Steel,Psychic,420,60,75,100,55,80,50,3,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
376,Metagross,3,Normal,2,Steel,Psychic,600,80,135,130,95,90,70,3,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
376,Mega Metagross,6,Normal,2,Steel,Psychic,700,80,145,150,105,110,110,3,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
377,Regirock,3,Sub Legendary,1,Rock,,580,80,100,200,50,100,50,3,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
378,Regice,3,Sub Legendary,1,Ice,,580,80,50,100,100,200,50,3,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
379,Registeel,3,Sub Legendary,1,Steel,,580,80,75,150,75,150,50,3,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
380,Latias,3,Sub Legendary,2,Dragon,Psychic,600,80,80,90,110,130,110,3,1,0.5,0.5,0.5,0.5,2,0.5,1,0,1,0.5,2,1,2,2,2,1,2
380,Mega Latias,6,Sub Legendary,2,Dragon,Psychic,700,80,100,120,140,150,110,3,1,0.5,0.5,0.5,0.5,2,0.5,1,0,1,0.5,2,1,2,2,2,1,2
381,Latios,3,Sub Legendary,2,Dragon,Psychic,600,80,90,80,130,110,110,3,1,0.5,0.5,0.5,0.5,2,0.5,1,0,1,0.5,2,1,2,2,2,1,2
381,Mega Latios,6,Sub Legendary,2,Dragon,Psychic,700,80,130,100,160,120,110,3,1,0.5,0.5,0.5,0.5,2,0.5,1,0,1,0.5,2,1,2,2,2,1,2
382,Kyogre,3,Legendary,1,Water,,670,100,100,90,150,140,90,3,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
382,Primal Kyogre,3,Legendary,1,Water,,770,100,150,90,180,160,90,5,1,0,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
383,Groudon,3,Legendary,1,Ground,,670,100,150,140,100,90,90,3,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
383,Primal Groudon,3,Legendary,2,Ground,Fire,770,100,180,160,150,90,90,5,1,0.5,0,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5
384,Rayquaza,3,Legendary,2,Dragon,Flying,680,105,150,90,150,90,95,45,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
384,Mega Rayquaza,6,Legendary,2,Dragon,Flying,780,105,180,100,180,100,115,3,1,0.5,0.5,0.5,0.25,2,0.5,1,0,1,1,0.5,1,1,2,1,1,2
385,Jirachi,3,Mythical,2,Steel,Psychic,600,100,100,100,100,100,100,3,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5
386,Deoxys Normal Forme,3,Mythical,1,Psychic,,600,50,150,50,150,50,150,3,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
386,Deoxys Attack Forme,3,Mythical,1,Psychic,,600,50,180,20,180,20,150,3,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
386,Deoxys Defense Forme,3,Mythical,1,Psychic,,600,50,70,160,70,160,90,3,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
386,Deoxys Speed Forme,3,Mythical,1,Psychic,,600,50,95,90,95,90,180,3,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
387,Turtwig,4,Normal,1,Grass,,318,55,68,64,45,55,31,45,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
388,Grotle,4,Normal,1,Grass,,405,75,89,85,55,65,36,45,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
389,Torterra,4,Normal,2,Grass,Ground,525,95,109,105,75,85,56,45,1,2,1,0,1,4,1,1,0.5,2,1,2,0.5,1,1,1,1,1
390,Chimchar,4,Normal,1,Fire,,309,44,58,44,58,44,61,45,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
391,Monferno,4,Normal,2,Fire,Fighting,405,64,78,52,78,52,81,45,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
392,Infernape,4,Normal,2,Fire,Fighting,534,76,104,71,104,71,108,45,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
393,Piplup,4,Normal,1,Water,,314,53,51,53,61,56,40,45,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
394,Prinplup,4,Normal,1,Water,,405,64,66,68,81,76,50,45,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
395,Empoleon,4,Normal,2,Water,Steel,530,84,86,88,111,101,60,45,0.5,1,0.5,2,1,0.25,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.25,0.5
396,Starly,4,Normal,2,Normal,Flying,245,40,55,30,30,30,60,255,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
397,Staravia,4,Normal,2,Normal,Flying,340,55,75,50,40,40,80,120,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
398,Staraptor,4,Normal,2,Normal,Flying,485,85,120,70,50,60,100,45,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
399,Bidoof,4,Normal,1,Normal,,250,59,45,40,35,40,31,255,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
400,Bibarel,4,Normal,2,Normal,Water,410,79,85,60,55,60,71,127,1,0.5,0.5,2,2,0.5,2,1,1,1,1,1,1,0,1,1,0.5,1
401,Kricketot,4,Normal,1,Bug,,194,37,25,41,25,41,25,255,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
402,Kricketune,4,Normal,1,Bug,,384,77,85,51,55,51,65,45,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
403,Shinx,4,Normal,1,Electric,,263,45,65,34,40,34,45,235,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
404,Luxio,4,Normal,1,Electric,,363,60,85,49,60,49,60,120,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
405,Luxray,4,Normal,1,Electric,,523,80,120,79,95,79,70,45,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
406,Budew,4,Normal,2,Grass,Poison,280,40,30,35,50,70,55,255,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
407,Roserade,4,Normal,2,Grass,Poison,515,60,70,65,125,105,90,75,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
408,Cranidos,4,Normal,1,Rock,,350,67,125,40,30,30,58,45,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
409,Rampardos,4,Normal,1,Rock,,495,97,165,60,65,50,58,45,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
410,Shieldon,4,Normal,2,Rock,Steel,350,30,42,118,42,88,30,45,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
411,Bastiodon,4,Normal,2,Rock,Steel,495,60,52,168,47,138,30,45,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
412,Burmy,4,Normal,1,Bug,,224,40,29,45,29,45,36,120,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
413,Wormadam Plant Cloak,4,Normal,2,Bug,Grass,424,60,59,85,79,105,36,45,1,4,0.5,0.5,0.25,2,0.5,2,0.25,4,1,2,2,1,1,1,1,1
413,Wormadam Sandy Cloak,4,Normal,2,Bug,Ground,424,60,79,105,59,85,36,45,1,2,2,0,1,2,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1
413,Wormadam Trash Cloak,4,Normal,2,Bug,Steel,424,60,69,95,69,95,36,45,0.5,4,1,1,0.25,0.5,1,0,1,1,0.5,0.5,1,1,0.5,1,0.5,0.5
414,Mothim,4,Normal,2,Bug,Flying,424,70,94,50,94,50,66,45,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
415,Combee,4,Normal,2,Bug,Flying,244,30,30,42,30,42,70,120,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
416,Vespiquen,4,Normal,2,Bug,Flying,474,70,80,102,80,102,40,45,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
417,Pachirisu,4,Normal,1,Electric,,405,60,45,70,45,90,95,200,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
418,Buizel,4,Normal,1,Water,,330,55,65,35,60,30,85,190,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
419,Floatzel,4,Normal,1,Water,,495,85,105,55,85,50,115,75,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
